,index,time,rpm,temp,power,cum_rpm,cum_temp,cum_power,RpmSpec,PowerSpec,DiameterSpec,ThicknessSpec,QSpec,PSpec,LifeSpec,cumurated_life_impact_factor,death,index,remaining_life,index,remaining_life_pred,index,defference_rate
712,5575,45000.0,13500.554699144292,22.44854698655371,11.257779510979894,681041.385433293,1101.188586869666,561.6335290151898,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3478590002853939,0.0,5575,33415.854106293715,712,31619.61,712,0.053754266629845046
713,17421,39000.0,4694.71082326285,27.42697968581681,42.56813651512621,184978.00968594805,993.8551150698356,1562.8719915114968,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2810815451182644,0.0,17421,22166.027966872334,713,19816.182,713,0.10601115949863622
714,3992,42000.0,15185.671592715958,26.527674493087734,14.040684231141354,662135.4554201285,1074.4995277745645,549.1615557898471,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3495974291769244,0.0,3992,34210.83910063132,714,36337.668,714,-0.06216827543640794
715,11651,37000.0,15133.681333150536,28.79671636114103,14.538431066800278,512642.3987923771,940.627187289448,456.8879512900312,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3599297454259325,0.0,11651,40998.27747991332,715,41457.746,715,-0.011207022394094322
716,7487,61000.0,14003.732657198592,28.973948815870823,15.010711208285445,894785.2401615402,1501.3565549567732,769.6024601098867,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3239505499065476,0.0,7487,19293.12236179,716,16494.367,716,0.14506491597404317
717,2615,8000.0,14611.328793526702,22.64732640267396,11.679907124027462,113966.77364577018,183.9255388576923,92.67924665366698,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.5871179033501062,0.0,2615,74143.09553467641,717,66257.44,717,0.1063572808473895
718,2568,40000.0,14706.492686065489,25.15713637295261,13.37012255683472,616325.4247295948,1002.5113889685796,509.11335694204274,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.355492513054812,0.0,2568,40095.93736761973,718,38765.477,718,0.033181935439528305
719,15570,6000.0,11789.626012316394,21.517817445648436,10.796618182701131,80342.71517023875,145.83005303473936,72.15858532047066,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.6370799144816766,0.0,15570,68578.18172838814,719,64507.133,719,0.05936361701761067
720,6985,33000.0,12647.879097499765,21.071399428191334,11.057170942821122,507471.9151889926,807.5192683792967,408.1616393385645,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3751952318988513,0.0,6985,41618.74321326995,720,42329.207,720,-0.017070765792695175
721,22315,35000.0,3658.629415943743,20.66081216028504,31.60994944346699,163446.82738367133,875.0621930461916,1373.8232187835365,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2879121639760441,0.0,22315,22634.07437822436,721,20506.729,721,0.09398863974070978
722,1916,20000.0,17106.71475053568,27.132555963362485,14.172690561566569,312854.3894844755,492.351617703533,249.2515981242992,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4271236877532122,0.0,1916,61034.20037308778,722,57581.016,722,0.056577864983554584
723,12658,17000.0,13940.257490686496,26.164325679273823,13.30420569200101,232329.35164488223,422.4701984814692,205.85785531185243,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4432012192508521,0.0,12658,59392.020234026335,723,55583.645,723,0.06412268327916677
724,17983,48000.0,3688.203859431921,25.973805988845942,40.51291641268711,213449.0710690865,1187.2849627226794,1860.4969241010435,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2717733392251575,0.0,17983,7891.147934753513,724,7805.764,724,0.010820196922329056
725,5326,33000.0,13043.118910967854,20.999760268767645,10.524638469682053,500626.0106760816,811.3421774753283,414.045819356049,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3736228608688778,0.0,5326,43869.43319945215,725,42545.3,725,0.030183485895110336
726,7206,17000.0,13411.482456011889,21.378325700812105,10.824104483246296,259030.3770071921,413.8486591462322,213.25685248708712,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.446614155825727,0.0,7206,58479.975171203216,726,56303.707,726,0.03721390328197089
727,19142,22000.0,4683.733391987792,23.91872422689385,38.373943080173454,105302.26744457256,554.9564038721513,879.7235748148426,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.314724092592116,0.0,19142,38609.75423588291,727,34397.574,727,0.10909626596944814
728,4568,65000.0,12930.571136599649,28.87497833637517,14.868901622360225,927114.0909837496,1577.6998433856963,801.9420550891937,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.320656624665577,0.0,4568,7778.175415982187,728,12753.1875,728,-0.639611710709869
729,19855,24000.0,5285.476390541189,27.57707441545693,41.52321021593236,114448.0808642797,604.7060901679233,958.5957629754988,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3092264906521876,0.0,19855,34922.55907471216,729,34765.234,729,0.0045049590831984935
730,1194,9000.0,14699.07912458705,23.771917952271465,11.927959513032418,145184.86054557803,231.0600930987708,117.08958052887236,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.54016606581263,0.0,1194,73078.6315552915,730,62152.85,730,0.14950717823068468
731,2592,64000.0,14162.751256824284,29.234824565748596,14.693272064959537,932197.4832162148,1593.1658256269134,811.7519172679762,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3198024550071131,0.0,2592,14624.798516333089,731,12979.733,731,0.11248463464699135
732,14380,1000.0,14568.601674417583,26.635060346528057,12.333205610790948,14568.601674417583,26.635060346528057,12.333205610790948,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,2.299798396769084,0.0,14380,77850.81744027423,732,71276.27,732,0.0844505455298283
733,13717,49000.0,14031.27700130611,27.8972645376316,13.846064760079624,675417.5176838381,1254.7427525115927,608.6092346849081,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3369150691818349,0.0,13717,27548.824491316933,733,28353.082,733,-0.02919389682803198
734,8088,29000.0,15335.037410751323,27.118577049406632,13.10731706877769,403368.2524710895,735.425422297261,353.9740336524176,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3827517975353091,0.0,8088,51364.74038957407,734,48925.016,734,0.04749804527522314
735,2233,21000.0,12906.5570348396,20.817289946466644,10.39151004556686,331440.7546615456,530.8809641372288,269.808749666473,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4173883610798359,0.0,2233,58777.70552251452,735,49485.188,735,0.1580959641058984
736,793,3000.0,12549.542545908238,20.06714889791887,10.466921727699788,44400.26962953792,69.72507142965124,35.052759454622404,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.9394802099475136,0.0,793,74605.1569649635,736,70538.266,736,0.054512201373336996
737,20395,11000.0,5666.813432987277,28.968589620725677,44.05166239874269,52730.903692622895,274.98905937478776,435.3714467736168,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3680336631146423,0.0,20395,20580.78767891728,737,49567.69,737,-1.4084448165716499
738,16945,37000.0,4074.5588866105777,24.10997808746172,39.55190427079858,171676.19515894508,919.769062954395,1455.26521528954,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2849598823825098,0.0,16945,19447.645713224112,738,20310.271,738,-0.04435630841240156
739,3216,56000.0,13747.73645828955,26.2004444452574,13.43121772576722,831269.0380481585,1379.426828161738,701.9343012781234,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3304556886988049,0.0,3216,19074.888129269923,739,21125.03,739,-0.10747854213934754
740,14828,54000.0,10059.102230615932,21.685591345821624,10.437222175256194,734626.7549057587,1384.8011476529557,668.289982700621,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3296718879459624,0.0,14828,17982.143165915564,740,17648.86,740,0.018534152900489098
741,17557,17000.0,5194.851181164961,27.850778685708075,43.753816772540524,79604.59558818037,415.9900310778177,649.6836798789134,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3354223650242989,0.0,17557,40656.42268354813,741,39943.043,741,0.01754654413032765
742,3975,25000.0,14829.08622347823,24.60202453147389,12.69837989442015,401645.0480015219,645.092818665408,328.0282022344341,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.396257399165916,0.0,3975,52540.49921349096,742,50843.25,742,0.03230363698286208
743,20407,23000.0,4283.779541986922,25.231906122909862,38.03239280313623,105102.06793906228,565.4618149690574,885.3277794632916,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3136072547199332,0.0,20407,7292.771180678214,743,33640.027,743,-3.61279073623993
744,6604,47000.0,12001.582380122409,21.98805060063381,11.256009133922262,717677.7582010041,1167.0778121395172,594.8811909444786,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3432220989672712,0.0,6604,28304.16438457901,744,26680.4,744,0.057368377737329945
745,9167,2000.0,11789.467737389688,21.527111382984195,10.552633393178825,25274.60663896554,47.05208007122301,23.51914285570262,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,1.1867209042111648,0.0,9167,73152.87993511115,745,70771.15,745,0.03255827384682354
746,16140,22000.0,5206.586509044269,28.90278929763272,47.1309113918229,97927.3149188294,518.6665258654979,822.9757325994158,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3189972435586461,0.0,16140,7783.080891795711,746,34956.855,746,-3.491390485944797
747,23642,19000.0,4696.213088718194,26.186703836718785,41.94938740371202,90288.14255168413,477.2897283703617,759.580158918505,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3245130322545043,0.0,23642,11716.291175741928,747,35868.703,747,-2.0614383499843867
748,1196,11000.0,17190.515129574396,28.005009051667056,14.073883653867515,181095.2694448952,288.92612040215823,145.77410212495388,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.5011241145322531,0.0,1196,71794.49400542399,748,66254.516,748,0.07716439062869426
749,7997,17000.0,14246.270236950864,24.917169939367195,12.020258139166804,226553.78300345424,413.3447903281004,201.65047011258,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.44576667798305,0.0,7997,20788.49632102741,749,56535.19,749,-1.7195421223931944
750,2243,31000.0,13427.033552187224,21.274262625557444,10.436870816638727,486315.65922536224,779.2193754081882,393.0265858446272,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3784119688443205,0.0,2243,46723.39116660776,750,46266.168,750,0.009785745136250511
751,9010,3000.0,16353.222450471572,29.820143964368548,13.74517189916056,40025.42862349852,73.65586136645715,35.19903913108024,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.8988197483633221,0.0,9010,79342.80790721835,751,72008.28,751,0.0924409767019485
752,12542,59000.0,12248.385232822706,28.98986550829075,14.123913473656662,791296.691717068,1512.8806292225452,731.0330287176309,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3231464656108819,0.0,12542,15358.312209713316,752,13597.435,752,0.1146530696444076
753,572,19000.0,14073.306306753677,21.6090661367989,11.114828579124344,293603.1408203814,468.239582842507,239.87706586263744,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4316714766144244,0.0,572,62578.139523346574,753,55783.598,753,0.10857692348877956
754,11803,31000.0,12695.750035819872,22.511336621304256,11.015907816638844,415432.9209580538,760.4284688916549,366.37317427519656,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.379401304552926,0.0,11803,44050.715917173206,754,43872.12,754,0.004054300133487279
755,15777,55000.0,8739.310988985615,20.37192762195169,9.774245877265546,738833.0894435355,1390.8629917822684,674.2202520338489,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3291841886867617,0.0,15777,16193.657143969816,755,14413.079,755,0.10995527610453126
756,10368,18000.0,11634.026598557197,20.68565494562313,10.461696992190811,238887.76521885555,440.7941186482991,216.00681966271972,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4367563104392199,0.0,10368,55976.7030347438,756,49688.332,756,0.11233907433938564
757,22952,40000.0,4698.982026687256,28.12489433588329,43.98254530664337,182344.6395171652,986.5257404706446,1559.685881736189,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2811595759363726,0.0,22952,19846.74383597988,757,19268.615,757,0.029129644962555455
758,14475,17000.0,14590.070095290252,25.60976636239863,11.818419435232798,233364.5259943096,424.9253063316224,204.1351785150744,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4436137964345535,0.0,14475,64179.224118456914,758,56715.42,758,0.11629623676473279
759,8426,51000.0,14220.569052705989,28.651459813892927,13.224507438971512,685490.842656713,1278.9992711652917,620.9454345077208,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3353540756569365,0.0,8426,29505.44197326101,759,26395.656,759,0.1053970222198068
760,4147,39000.0,18653.14671614611,29.76054430698933,14.78985221222582,616231.2384700149,994.3105446949936,503.79618969038097,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.356518304734946,0.0,4147,44132.32829378356,760,41207.555,760,0.06627281449584299
761,4220,33000.0,12597.815378089404,21.54508996331735,10.722931770816462,510271.43537596427,820.0163218235327,415.84371227153065,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3732942310065139,0.0,4220,39283.9064867523,761,41631.176,761,-0.059751422514185845
762,7073,42000.0,13898.140626921126,23.66237124271385,11.800866122106092,649329.2404351406,1048.5609818249543,533.3150465225352,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3519459912638038,0.0,7073,33310.06501632261,762,34571.656,762,-0.03787417505967597
763,10985,3000.0,12445.97991832948,21.916850752374472,10.365079633524672,42743.56918633651,76.5235911378891,36.75265892142539,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.8821074702458706,0.0,10985,72027.10372798836,763,69548.836,763,0.0344074336217597
764,2065,11000.0,15136.361255926078,25.380417941672285,12.85483552601596,170135.62051981597,275.3601812081932,138.01678361637144,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.5090521132316567,0.0,2065,67159.1267227343,764,64862.61,764,0.034195163930815405
765,16861,32000.0,3743.630570195421,22.0592743347813,34.566252928643195,147468.88641248186,786.1770354608517,1245.1296245207884,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2935663709024057,0.0,16861,24815.53463434903,765,23530.506,765,0.05178323956782002
766,10198,6000.0,12062.096709958338,22.258392317525185,11.22847715369703,82524.71577840748,150.44832300293558,73.23692301398987,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.6313827181217155,0.0,10198,68083.45566942438,766,66399.41,766,0.024735075546123763
767,23587,43000.0,3156.0944772859084,20.865874365674493,31.580140957700227,192882.67475770423,1053.1544883831905,1665.1092064019722,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2776784155642259,0.0,23587,11135.854727505835,767,10206.717,767,0.08343660665183085
768,20943,6000.0,4012.876746726693,21.94303988564309,35.722551970054745,31117.978248521154,163.14662738849384,259.5065547112672,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.420129100110182,0.0,20943,53325.305221143935,768,47792.605,768,0.10375373810706616
769,917,48000.0,10676.912012375076,20.138809211802485,10.47907667626629,734626.0044676539,1203.197294592895,613.3931465605746,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3407105553146966,0.0,917,28054.11562716923,769,23485.873,769,0.1628368058720796
770,22874,41000.0,3554.110715381708,22.53201028506812,37.19375951861432,192188.47851667687,1039.43937723905,1634.1432767788087,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2786892757666666,0.0,22874,14666.314947501822,770,14094.379,770,0.0389965743473443
771,13775,28000.0,16376.54594612408,29.63671720426351,14.796169104434522,392578.60171800974,711.9634379323304,345.7596053071102,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3854650929865529,0.0,13775,54574.11780320724,771,50530.938,771,0.07408604052541606
772,13592,3000.0,11626.91458496317,21.83573273759222,11.074334574647098,39999.74896004832,71.85735685598546,35.89749835311851,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.9004897666185151,0.0,13592,67601.22626739641,772,67139.22,772,0.006834306756048257
773,12447,43000.0,10387.643523384222,20.44676627058662,10.388158590443972,589294.7249449444,1090.960638621503,526.6236976249378,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3479297757119862,0.0,12447,27680.047255643494,773,28862.725,773,-0.042726710066955456
774,738,27000.0,17212.88421555403,27.870055545645076,14.776526716390874,430292.7026133383,687.7311272519987,351.47094036062094,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3896469079972675,0.0,738,55402.920809899326,774,52859.48,774,0.04590805509833097
775,7828,7000.0,18582.759310299683,28.954415274504917,15.131361156776478,107496.77370399825,170.42183304523684,87.28209038926653,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.6035904009250932,0.0,7828,79125.6258277173,775,71264.2,775,0.09935368751249089
776,6425,26000.0,15443.215166548764,25.437823339735573,12.461259818407957,415856.3151481175,664.9322691506468,334.0102125507555,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3941561611244888,0.0,6425,56641.1392172075,776,51168.89,776,0.09661261527990309
777,15811,9000.0,4158.329267758812,21.268137702299377,33.6548608563412,39666.49364487533,205.58953213366368,322.95945420914694,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.39636342982163,0.0,15811,45777.55564698421,777,47059.977,777,-0.02801418506058378
778,698,66000.0,9999.262963988009,24.598734829067908,12.741397435766778,947741.3889843876,1628.81320158302,830.863953974008,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.318161659378311,0.0,698,4034.738522249303,778,5422.091,778,-0.34385184824561316
779,11348,50000.0,9947.235560634348,20.245698772052783,10.007471122028356,688579.2921307785,1284.1689660690142,628.9641834635152,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3346416587924359,0.0,11348,19847.595888238808,779,20816.877,779,-0.048836195091041944
780,10847,23000.0,16257.324302991312,29.27968032681006,13.533292813495695,318862.96207198955,580.5929124096692,279.55792803160654,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4067452178646054,0.0,10847,54717.91556970525,780,51403.805,780,0.06056719901881856
781,15263,15000.0,13937.338185048511,25.93026508704996,12.489961702905235,204878.77694403336,374.51378140427954,179.86498534335098,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.460264037770277,0.0,15263,65504.94049300451,781,57382.453,781,0.12399808788272909
782,11207,67000.0,8501.964725877688,25.33127677215093,12.72442122813366,851804.5067583567,1679.482648106837,819.9226590266459,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3150818552590739,0.0,11207,118.5507289243833,782,2903.8518,782,-23.49459259329249
783,5219,5000.0,18006.41024037398,29.13625805041359,14.675195032324677,82465.43892399715,131.8077576127557,66.37616921713091,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.6739374777793744,0.0,5219,80231.56657227095,783,72743.2,783,0.09333437906295383
784,17231,7000.0,5500.981620059584,27.89762427300612,43.27417525115934,34845.77304512111,178.5950643030479,280.3789058859677,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.4117700792154024,0.0,17231,55076.50938760573,784,50241.586,784,0.08778558234472585
785,9867,70000.0,9756.930586929944,28.92864030687697,14.311791677773943,876988.2261780795,1758.388950695651,853.9062295388869,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3120097306722037,0.0,9867,2872.2527893375227,785,2395.535,785,0.16597351006075667
786,16800,50000.0,3668.536165855173,27.67260800170192,42.77186683088805,222037.26675622247,1254.4299736121563,1972.01360212583,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2688068427737428,0.0,16800,4931.141969002551,786,5412.9478,786,-0.09770673566738863
787,335,19000.0,12732.736620095688,20.54721986556757,10.690421864893144,297673.34134824004,476.9413292756118,240.76650177891617,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4304424297345916,0.0,335,58675.05521760997,787,53847.38,787,0.08227817244407223
788,2936,13000.0,16914.33833186806,26.03525402898565,13.390133353264371,197984.43778776767,316.6410965110666,163.4445399707235,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4841156404300524,0.0,2936,69603.76885972051,788,64433.125,788,0.07428683740016194
789,20026,37000.0,4376.925349462314,25.74352877031348,41.88210072616118,174292.3909429467,934.2915523314276,1462.711284525502,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2844948740174413,0.0,20026,22389.977316245266,789,20805.473,789,0.07076847991469884
790,1435,13000.0,15910.603930831769,25.772644319002996,12.99733529404843,216539.6971590326,345.05637023611695,177.84831081156415,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4716600618911603,0.0,1435,25241.18372119715,790,62075.98,790,-1.459313364793568
791,9329,6000.0,14200.704433249315,26.158412495730893,13.212563976114394,77896.87627435838,143.6190610770867,70.2068537164397,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.6419179181600172,0.0,9329,69399.41047916476,791,66973.01,791,0.03496287144100763
792,8957,29000.0,10951.176649174316,20.364085256201857,10.044281108839405,380218.4381027429,695.6974188875873,335.34902727102593,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3879125132222585,0.0,8957,47526.76923385002,792,40847.562,792,0.14053567792470278
793,20549,7000.0,4188.878042046897,22.19573963280345,34.98170173247205,31816.80520062596,169.2743725770103,271.0504800796774,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.4148838573014127,0.0,20549,50214.33033070066,793,47161.75,793,0.06079101942806022
794,15502,17000.0,11713.827750586965,22.28886993209056,11.05136503866148,234860.4169596154,422.7864209608457,203.9476086269489,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4443980821082469,0.0,15502,57657.26933336246,794,51850.793,794,0.10070675270867602
795,13840,14000.0,15566.229901103012,29.186154600356105,13.955436787336383,175475.2210664792,320.1983609766088,155.41388514101442,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4819739285914476,0.0,13840,66977.31075051267,795,62265.055,795,0.070356005790761
796,5974,49000.0,12980.961800395102,23.963296430687468,12.202337402043666,753564.8319938569,1228.8707382240923,628.2659167985157,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3390877206888485,0.0,5974,24987.8426555435,796,26381.42,796,-0.055770211360056644
797,22688,13000.0,4304.4435849487545,21.906498071924577,33.624639768775126,62932.08977013763,332.0156825917119,521.6985434210079,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3522190678817171,0.0,22688,44990.363037469135,797,42138.016,797,0.06339907526626594
798,19377,20000.0,3771.4036603367977,20.34858903770074,33.31701375138155,91952.79603159238,482.3137563782391,762.1175717538093,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3242995211048368,0.0,19377,34026.944871542495,798,33363.54,798,0.019496484669633576
799,8299,3000.0,14701.016309162096,26.717410030851347,13.199956049483406,42095.89453060228,76.52424921566448,37.06297368998597,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.87671658127754,0.0,8299,35068.177661627094,799,70456.92,799,-1.009141237815063
800,21258,5000.0,4449.9692549967,22.511371101701,36.31083823838797,22890.253913890232,120.62255121190977,187.7134261648117,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.4597492854066622,0.0,21258,50586.78767677742,800,51167.008,800,-0.011469796015312844
801,11798,26000.0,11514.06738795278,20.572760020701853,10.373002669545372,350426.46096428204,640.8740075911066,308.5458938571306,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3962288549769202,0.0,11798,51094.61000758449,801,44854.56,801,0.12212739098915158
802,22160,38000.0,3911.313701016135,22.510343653018367,35.9131808686895,174990.66939729298,941.5218637887652,1480.233473351186,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.283876938119617,0.0,22160,20638.17251040719,802,18499.398,802,0.10363195054352177
803,19530,15000.0,5664.490456418331,29.640306330535907,44.29130836965543,72138.15859716956,378.62083347114327,596.6381957938924,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3418998583702511,0.0,19530,43882.6824534548,803,44355.99,803,-0.010785708651635492
804,10233,41000.0,10451.827084529448,20.54235351413337,9.96975393888572,539264.4648979891,998.0965461091888,481.3470863044507,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3551476883656156,0.0,10233,28874.268250158275,804,33208.85,804,-0.15011924370820948
805,3405,8000.0,13314.733592670387,21.322692457922365,11.408361185159157,121007.39853148568,196.71146212764089,99.24520060517452,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.5717117424883711,0.0,3405,69484.66198441817,805,65246.637,805,0.06099224123186409
806,13171,56000.0,8558.246049526653,20.993894791072623,10.476378839880894,759420.6949842735,1435.930620206079,700.0190919356686,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3265837051528743,0.0,13171,16145.876120108733,806,12112.615,806,0.2498013025574094
807,1635,55000.0,11128.8518894864,22.281790566234044,11.583082429511412,849688.5112773454,1408.1066585038932,714.1288534978751,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3291875172525089,0.0,1635,18540.67361693353,807,17494.56,807,0.056422603173549045
808,8748,57000.0,12135.667165242672,26.448767789434847,12.734733363645509,754121.1426863087,1416.7499795005488,685.7834824318548,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3280022389043852,0.0,8748,18521.360477438637,808,17807.947,808,0.03851840218123633
809,98,19000.0,15775.42902342442,24.8409078065688,12.720945597034676,307783.63129827444,492.0377977049849,250.98188554853104,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4259818089539438,0.0,98,58728.60545885436,809,56374.105,809,0.04009119528223671
810,15589,25000.0,16846.80756925271,29.417355007131693,14.423885254817836,335938.18777289864,610.3351086909146,300.9564335906355,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3998492892741742,0.0,15589,58310.29581360583,810,54549.33,810,0.06449920440513808
811,6858,64000.0,14268.886149324211,29.21918682413288,15.187381669824184,951456.7742381004,1613.8575522576182,818.4091925499994,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3193213867269143,0.0,6858,10742.881700446262,811,11951.324,811,-0.11248774323313449
812,23417,31000.0,4954.535391307697,26.990300623922245,44.06985285899088,148945.27743442112,793.2382771466264,1246.848660883405,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2933666253108133,0.0,23417,26281.027937723346,812,28040.578,812,-0.06695134571776112
813,17070,4000.0,3899.7568673995584,20.812567612765548,32.683163259949715,17312.730683908467,90.0786300987768,141.88489862328106,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.5031762597623523,0.0,17070,51322.20432988411,813,51961.965,813,-0.012465569673385376
814,49,49000.0,16939.067109527037,29.28100204408368,15.585136065274988,746745.5116737079,1225.3638619485623,625.1788269400513,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.339249503285301,0.0,49,30684.07743420465,814,31300.486,814,-0.02008888470712882
815,1681,22000.0,12936.282613614543,21.87406396051925,11.418230307732324,335730.5955419771,539.8542065873461,273.99508468660486,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4154508150180536,0.0,1681,14398.308764352994,815,47149.445,815,-2.2746516333384603
816,11148,8000.0,12093.550388839252,22.286085552143614,11.29695871123189,104605.34565712456,189.0930631663373,92.0648381662054,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.5777032701492542,0.0,11148,68556.95889555673,816,64278.074,816,0.06241357180567779
